"PixelsTif";"PixelsModel";"Year 0";"Year 1"
1267;226;NA;NA
1268;227;NA;NA
1269;228;NA;NA
1270;229;NA;NA
1271;230;NA;NA
1272;231;NA;NA
1273;232;NA;NA
1274;233;NA;NA
1275;234;NA;NA
1276;235;NA;NA
1277;236;NA;NA
1278;237;NA;NA
1279;238;NA;NA
1280;239;NA;NA
1281;240;NA;NA
1282;241;NA;NA
1283;242;NA;NA
1284;243;NA;NA
1285;244;NA;NA
1286;245;NA;NA
1287;246;NA;NA
1288;247;NA;NA
1289;248;NA;NA
1290;249;NA;NA
1291;250;NA;NA
1292;251;NA;NA
1293;252;NA;100
1294;253;100;100
1295;254;100;100
1296;NA;NA;NA
1297;NA;NA;NA
1298;NA;NA;NA
1299;NA;NA;NA
1300;NA;NA;NA
1301;NA;NA;NA
1302;NA;NA;NA
1303;NA;NA;NA
1304;NA;NA;NA
1305;NA;NA;NA
1306;NA;NA;NA
1307;NA;NA;NA
1308;NA;NA;NA
1309;NA;NA;NA
1310;NA;NA;NA
1311;NA;NA;NA
1312;NA;NA;NA
1313;NA;NA;NA
1314;NA;NA;NA
1315;NA;NA;NA
1316;NA;NA;NA
1317;NA;NA;NA
1318;NA;NA;NA
1319;NA;NA;NA
1320;NA;NA;NA
1321;NA;NA;NA
1322;NA;NA;NA
1323;NA;NA;NA
1324;NA;NA;NA
1325;NA;NA;NA
1326;NA;NA;NA
1327;NA;NA;NA
1328;NA;NA;NA
1329;NA;NA;NA
1330;NA;NA;NA
1331;NA;NA;NA
1332;NA;NA;NA
1333;NA;NA;NA
1334;NA;NA;NA
1335;NA;NA;NA
1336;NA;NA;NA
1337;NA;NA;NA
1338;NA;NA;NA
1339;NA;NA;NA
1340;NA;NA;NA
1341;255;NA;NA
1342;256;NA;NA
1343;257;NA;NA
1344;258;NA;NA
1345;259;NA;NA
1346;260;NA;NA
1347;261;NA;NA
1348;262;NA;NA
1349;263;NA;NA
1350;NA;NA;NA
1351;NA;NA;NA
1352;NA;NA;NA
1353;NA;NA;NA
1354;NA;NA;NA
1355;NA;NA;NA
1356;NA;NA;NA
1357;NA;NA;NA
1358;NA;NA;NA
1359;NA;NA;NA
1360;NA;NA;NA
1361;NA;NA;NA
1362;NA;NA;NA
1363;NA;NA;NA
1364;NA;NA;NA
1365;NA;NA;NA
1366;NA;NA;NA
1367;NA;NA;NA
1368;NA;NA;NA
1369;NA;NA;NA
1370;NA;NA;NA
1371;NA;NA;NA
1372;NA;NA;NA
1373;NA;NA;NA
1374;NA;NA;NA
1375;NA;NA;NA
1376;NA;NA;NA
1377;NA;NA;NA
1378;264;NA;NA
1379;265;NA;NA
1380;266;NA;NA
1381;267;NA;NA
1382;268;NA;NA
1383;269;NA;NA
1384;270;NA;NA
1385;271;NA;NA
1386;272;NA;NA
1387;273;NA;NA
1388;274;NA;NA
1389;275;NA;NA
1390;276;NA;NA
1391;277;NA;NA
1392;278;NA;NA
1393;279;NA;NA
1394;280;NA;NA
1395;281;NA;NA
1396;282;NA;NA
1397;283;NA;NA
1398;284;NA;NA
1399;285;NA;NA
1400;286;NA;NA
1401;287;NA;NA
1402;288;NA;NA
1403;289;NA;NA
1404;290;NA;NA
1405;291;NA;NA
1406;292;NA;NA
1407;293;NA;NA
1408;294;NA;NA
1409;295;NA;100
1410;296;NA;NA
1411;297;NA;100
1412;298;100;100
1413;299;100;100
1414;300;100;100
1415;301;100;100
1416;NA;NA;NA
1417;NA;NA;NA
1418;NA;NA;NA
1419;NA;NA;NA
1420;NA;NA;NA
1421;NA;NA;NA
1422;NA;NA;NA
1423;302;NA;NA
1424;303;NA;NA
1425;304;NA;100
1426;NA;NA;NA
1427;NA;NA;NA
1428;NA;NA;NA
1429;NA;NA;NA
1430;NA;NA;NA
1431;NA;NA;NA
1432;NA;NA;NA
1433;NA;NA;NA
1434;NA;NA;NA
1435;NA;NA;NA
1436;NA;NA;NA
1437;NA;NA;NA
1438;NA;NA;NA
1439;NA;NA;NA
1440;NA;NA;NA
1441;NA;NA;NA
1442;NA;NA;NA
1443;NA;NA;NA
1444;NA;NA;NA
1445;NA;NA;NA
1446;NA;NA;NA
1447;NA;NA;NA
1448;NA;NA;NA
1449;NA;NA;NA
1450;NA;NA;NA
1451;NA;NA;NA
1452;NA;NA;NA
1453;NA;NA;NA
1454;NA;NA;NA
1455;NA;NA;NA
1456;NA;NA;NA
1457;NA;NA;NA
1458;NA;NA;NA
1459;305;NA;NA
1460;306;NA;NA
1461;307;NA;NA
1462;308;NA;NA
1463;309;NA;NA
1464;310;NA;NA
1465;311;NA;NA
1466;312;NA;NA
1467;313;NA;NA
1468;314;NA;NA
1469;315;NA;NA
1470;316;NA;NA
1471;NA;NA;NA
1472;NA;NA;NA
1473;NA;NA;NA
1474;NA;NA;NA
1475;NA;NA;NA
1476;NA;NA;NA
1477;317;NA;NA
1478;318;NA;NA
1479;319;NA;NA
1480;NA;NA;NA
1481;NA;NA;NA
1482;NA;NA;NA
1483;NA;NA;NA
1484;NA;NA;NA
1485;NA;NA;NA
1486;NA;NA;NA
1487;NA;NA;NA
1488;NA;NA;NA
1489;NA;NA;NA
1490;NA;NA;NA
1491;NA;NA;NA
1492;NA;NA;NA
1493;NA;NA;NA
1494;NA;NA;NA
1495;NA;NA;NA
1496;NA;NA;NA
1497;320;NA;NA
1498;321;NA;NA
1499;322;NA;NA
1500;323;NA;NA
1501;324;NA;NA
1502;325;NA;NA
1503;326;NA;NA
1504;327;NA;NA
1505;328;NA;NA
1506;329;NA;NA
1507;330;NA;NA
1508;331;NA;NA
1509;332;NA;NA
1510;333;NA;NA
1511;334;NA;NA
1512;335;NA;NA
1513;336;NA;NA
1514;337;NA;NA
1515;338;NA;NA
1516;339;NA;NA
1517;340;NA;NA
1518;341;NA;NA
1519;342;NA;NA
1520;343;NA;NA
1521;344;NA;NA
1522;345;NA;NA
1523;346;NA;NA
1524;347;NA;NA
1525;348;NA;NA
1526;349;NA;NA
1527;350;NA;NA
1528;351;NA;NA
1529;352;NA;NA
1530;353;NA;NA
1531;354;NA;NA
1532;355;100;100
1533;356;100;100
1534;357;NA;100
1535;358;NA;100
1536;NA;NA;NA
1537;NA;NA;NA
1538;NA;NA;NA
1539;359;100;100
1540;360;NA;NA
1541;NA;NA;NA
1542;361;NA;NA
1543;362;NA;100
1544;363;NA;100
1545;364;NA;100
1546;365;NA;NA
1547;NA;NA;NA
1548;NA;NA;NA
1549;NA;NA;NA
1550;NA;NA;NA
1551;NA;NA;NA
1552;NA;NA;NA
1553;NA;NA;NA
1554;NA;NA;NA
1555;NA;NA;NA
1556;NA;NA;NA
1557;NA;NA;NA
1558;NA;NA;NA
1559;NA;NA;NA
1560;NA;NA;NA
1561;NA;NA;NA
1562;NA;NA;NA
1563;NA;NA;NA
1564;NA;NA;NA
1565;NA;NA;NA
1566;NA;NA;NA
1567;NA;NA;NA
1568;NA;NA;NA
1569;NA;NA;NA
1570;NA;NA;NA
1571;NA;NA;NA
1572;NA;NA;NA
1573;NA;NA;NA
1574;NA;NA;NA
1575;NA;NA;NA
1576;NA;NA;NA
1577;NA;NA;NA
1578;366;NA;NA
1579;367;NA;NA
1580;368;NA;NA
1581;369;NA;NA
1582;370;NA;NA
1583;371;NA;NA
1584;372;NA;NA
1585;373;NA;NA
1586;374;NA;NA
1587;375;NA;NA
1588;376;NA;NA
1589;377;NA;NA
1590;378;NA;NA
1591;NA;NA;NA
1592;NA;NA;NA
1593;NA;NA;NA
1594;NA;NA;NA
1595;379;NA;NA
1596;380;NA;NA
1597;381;NA;NA
1598;382;NA;NA
1599;383;NA;NA
1600;384;NA;NA
1601;385;NA;NA
1602;386;NA;NA
1603;NA;NA;NA
1604;NA;NA;NA
1605;NA;NA;NA
1606;NA;NA;NA
1607;NA;NA;NA
1608;NA;NA;NA
1609;NA;NA;NA
1610;NA;NA;NA
1611;NA;NA;NA
1612;NA;NA;NA
1613;NA;NA;NA
1614;NA;NA;NA
1615;NA;NA;NA
1616;387;NA;NA
1617;388;NA;NA
1618;389;NA;NA
1619;390;NA;NA
1620;391;NA;NA
1621;392;NA;NA
1622;393;NA;NA
1623;394;NA;NA
1624;395;NA;NA
1625;396;NA;NA
1626;397;NA;NA
1627;398;NA;NA
1628;399;NA;NA
1629;400;NA;NA
1630;401;NA;NA
1631;402;NA;NA
1632;403;NA;NA
1633;404;NA;NA
1634;405;NA;NA
1635;406;NA;NA
1636;407;NA;NA
1637;408;NA;NA
1638;409;NA;NA
1639;410;NA;NA
1640;411;NA;NA
1641;412;NA;NA
1642;413;NA;NA
1643;414;NA;NA
1644;415;NA;NA
1645;416;NA;NA
1646;417;NA;NA
1647;418;NA;NA
1648;419;NA;NA
1649;420;NA;NA
1650;421;NA;NA
1651;422;NA;NA
1652;423;100;100
1653;424;100;100
1654;425;100;100
1655;426;100;100
1656;427;100;100
1657;428;100;100
1658;429;NA;NA
1659;430;NA;100
1660;431;NA;NA
1661;432;100;100
1662;433;100;100
1663;434;NA;NA
1664;435;NA;NA
1665;436;NA;NA
1666;437;NA;NA
1667;NA;NA;NA
1668;NA;NA;NA
1669;NA;NA;NA
1670;NA;NA;NA
1671;NA;NA;NA
1672;NA;NA;NA
1673;NA;NA;NA
1674;NA;NA;NA
1675;NA;NA;NA
1676;NA;NA;NA
1677;NA;NA;NA
1678;NA;NA;NA
1679;NA;NA;NA
1680;NA;NA;NA
1681;NA;NA;NA
1682;NA;NA;NA
1683;NA;NA;NA
1684;NA;NA;NA
1685;NA;NA;NA
1686;NA;NA;NA
1687;NA;NA;NA
1688;NA;NA;NA
1689;NA;NA;NA
1690;NA;NA;NA
1691;NA;NA;NA
1692;NA;NA;NA
1693;NA;NA;NA
1694;NA;NA;NA
1695;NA;NA;NA
1696;438;NA;NA
1697;439;NA;NA
1698;440;NA;NA
1699;441;NA;NA
1700;442;NA;NA
1701;443;NA;NA
1702;444;NA;NA
1703;445;NA;NA
1704;446;NA;NA
1705;447;NA;NA
1706;448;NA;NA
1707;449;NA;NA
1708;450;NA;NA
1709;451;NA;NA
1710;452;NA;NA
1711;453;NA;NA
1712;NA;NA;NA
1713;NA;NA;NA
1714;NA;NA;NA
1715;454;NA;NA
1716;455;NA;NA
1717;456;NA;NA
1718;457;NA;NA
1719;458;NA;NA
1720;459;NA;NA
1721;460;NA;NA
1722;461;NA;NA
1723;462;NA;NA
1724;463;NA;NA
1725;NA;NA;NA
1726;NA;NA;NA
1727;NA;NA;NA
1728;NA;NA;NA
1729;NA;NA;NA
1730;NA;NA;NA
1731;NA;NA;NA
1732;NA;NA;NA
1733;NA;NA;NA
1734;NA;NA;NA
1735;464;NA;NA
1736;465;NA;NA
1737;466;NA;NA
1738;467;NA;NA
1739;468;NA;NA
1740;469;NA;NA
1741;470;NA;NA
1742;471;NA;NA
1743;472;NA;NA
1744;473;NA;NA
1745;474;NA;NA
1746;475;NA;NA
1747;476;NA;NA
1748;477;NA;NA
1749;478;NA;NA
1750;479;NA;NA
1751;480;NA;NA
1752;481;NA;NA
1753;482;NA;NA
1754;483;NA;NA
1755;484;NA;NA
1756;485;NA;NA
1757;486;NA;NA
1758;487;NA;NA
1759;488;NA;NA
1760;489;NA;NA
1761;490;NA;NA
1762;491;NA;NA
1763;492;NA;NA
1764;493;NA;NA
1765;494;NA;NA
1766;495;NA;NA
1767;496;NA;NA
1768;497;NA;NA
1769;498;NA;100
1770;499;NA;NA
1771;500;NA;NA
1772;501;NA;NA
1773;502;100;100
1774;503;100;100
1775;504;100;100
1776;505;NA;100
1777;506;NA;100
1778;507;NA;NA
1779;508;NA;NA
1780;509;NA;NA
1781;510;NA;NA
1782;511;NA;NA
1783;512;NA;NA
1784;513;NA;100
1785;514;NA;NA
1786;515;NA;NA
1787;NA;NA;NA
1788;NA;NA;NA
1789;NA;NA;NA
1790;NA;NA;NA
1791;NA;NA;NA
1792;NA;NA;NA
1793;NA;NA;NA
1794;NA;NA;NA
1795;NA;NA;NA
1796;NA;NA;NA
1797;NA;NA;NA
1798;NA;NA;NA
1799;NA;NA;NA
1800;NA;NA;NA
1801;NA;NA;NA
1802;NA;NA;NA
1803;NA;NA;NA
1804;NA;NA;NA
1805;NA;NA;NA
1806;NA;NA;NA
1807;NA;NA;NA
1808;NA;NA;NA
1809;NA;NA;NA
1810;NA;NA;NA
1811;NA;NA;NA
1812;NA;NA;NA
1813;NA;NA;NA
1814;NA;NA;NA
1815;516;NA;NA
1816;517;NA;NA
1817;518;NA;NA
1818;519;NA;NA
1819;520;NA;NA
1820;521;NA;NA
1821;522;NA;NA
1822;523;NA;NA
1823;524;NA;NA
1824;525;NA;NA
1825;526;NA;NA
1826;527;NA;NA
1827;528;NA;NA
1828;529;NA;NA
1829;530;NA;NA
1830;531;NA;NA
1831;532;NA;NA
1832;533;NA;NA
1833;534;NA;NA
1834;535;NA;NA
1835;536;NA;NA
1836;537;NA;NA
1837;538;NA;NA
1838;539;NA;NA
1839;540;NA;NA
1840;541;NA;NA
1841;542;NA;NA
1842;543;NA;NA
1843;544;NA;NA
1844;545;NA;NA
1845;NA;NA;NA
1846;NA;NA;NA
1847;NA;NA;NA
1848;NA;NA;NA
1849;NA;NA;NA
1850;NA;NA;NA
1851;NA;NA;NA
1852;546;NA;NA
1853;547;NA;NA
1854;548;NA;NA
1855;549;NA;NA
1856;550;NA;NA
1857;551;NA;NA
1858;552;NA;NA
1859;553;NA;NA
1860;554;NA;NA
1861;555;NA;NA
1862;556;NA;NA
1863;557;NA;NA
1864;558;NA;NA
1865;559;NA;NA
1866;560;NA;NA
1867;561;NA;NA
1868;562;NA;NA
1869;563;NA;NA
1870;564;NA;NA
1871;565;NA;NA
1872;566;NA;NA
1873;567;NA;NA
1874;568;NA;NA
1875;569;NA;NA
1876;570;NA;NA
1877;571;NA;NA
1878;572;NA;NA
1879;573;NA;NA
1880;574;NA;NA
1881;575;NA;NA
1882;576;NA;NA
1883;577;NA;NA
1884;578;NA;NA
1885;579;NA;NA
1886;580;NA;NA
1887;581;NA;NA
1888;582;NA;NA
1889;583;NA;NA
1890;584;NA;NA
1891;585;NA;NA
1892;586;NA;NA
1893;587;NA;100
1894;588;NA;100
1895;589;NA;NA
1896;590;NA;NA
1897;591;NA;100
1898;592;100;100
1899;593;NA;100
1900;594;NA;100
1901;595;NA;NA
1902;596;NA;NA
1903;597;NA;NA
1904;598;100;100
1905;599;NA;NA
1906;600;NA;100
1907;601;NA;100
1908;602;NA;NA
1909;NA;NA;NA
1910;NA;NA;NA
1911;NA;NA;NA
1912;NA;NA;NA
1913;NA;NA;NA
1914;NA;NA;NA
1915;NA;NA;NA
1916;NA;NA;NA
1917;NA;NA;NA
1918;NA;NA;NA
1919;NA;NA;NA
1920;NA;NA;NA
1921;NA;NA;NA
1922;NA;NA;NA
1923;NA;NA;NA
1924;NA;NA;NA
1925;NA;NA;NA
1926;NA;NA;NA
1927;NA;NA;NA
1928;NA;NA;NA
1929;NA;NA;NA
1930;NA;NA;NA
1931;NA;NA;NA
1932;NA;NA;NA
1933;603;NA;NA
1934;604;NA;NA
1935;605;NA;NA
1936;606;NA;NA
1937;607;NA;NA
1938;608;NA;NA
1939;609;NA;NA
1940;610;NA;NA
1941;611;NA;NA
1942;612;NA;NA
1943;613;NA;NA
1944;614;NA;NA
1945;615;NA;NA
1946;616;NA;NA
1947;617;NA;NA
1948;618;NA;NA
1949;619;NA;NA
1950;620;NA;NA
1951;621;NA;NA
1952;622;NA;NA
1953;623;NA;NA
1954;624;NA;NA
1955;625;NA;NA
1956;626;NA;NA
1957;627;NA;NA
1958;628;NA;NA
1959;629;NA;NA
1960;630;NA;NA
1961;631;NA;NA
1962;632;NA;NA
1963;633;NA;NA
1964;634;NA;NA
1965;NA;NA;NA
1966;NA;NA;NA
1967;NA;NA;NA
1968;635;NA;NA
1969;NA;NA;NA
1970;NA;NA;NA
1971;636;NA;NA
1972;637;NA;NA
1973;638;NA;NA
1974;639;NA;NA
1975;640;NA;NA
1976;641;NA;NA
1977;642;NA;NA
1978;643;NA;NA
1979;644;NA;NA
1980;645;NA;NA
1981;646;NA;NA
1982;647;NA;NA
1983;648;NA;NA
1984;649;NA;NA
1985;650;NA;NA
1986;651;NA;NA
1987;652;NA;NA
1988;653;NA;NA
1989;654;NA;NA
1990;655;NA;NA
1991;656;NA;NA
1992;657;NA;NA
1993;658;NA;NA
1994;659;NA;NA
1995;660;NA;NA
1996;661;NA;NA
1997;662;NA;NA
1998;663;NA;NA
1999;664;NA;NA
2000;665;NA;NA
2001;666;NA;NA
2002;667;NA;NA
2003;668;NA;NA
2004;669;NA;NA
2005;670;NA;NA
2006;671;NA;NA
2007;672;NA;NA
2008;673;NA;NA
2009;674;NA;NA
2010;675;NA;NA
2011;676;NA;NA
2012;677;NA;NA
2013;678;NA;NA
2014;679;NA;100
2015;680;NA;NA
2016;681;NA;NA
2017;682;NA;100
2018;683;NA;NA
2019;684;100;100
2020;685;NA;NA
2021;686;NA;NA
2022;687;NA;NA
2023;688;NA;100
2024;689;100;100
2025;690;NA;NA
2026;691;100;100
2027;692;NA;NA
2028;693;100;100
2029;694;100;100
2030;NA;NA;NA
2031;NA;NA;NA
2032;NA;NA;NA
2033;NA;NA;NA
2034;NA;NA;NA
2035;NA;NA;NA
2036;NA;NA;NA
2037;NA;NA;NA
2038;NA;NA;NA
2039;NA;NA;NA
2040;NA;NA;NA
2041;NA;NA;NA
2042;NA;NA;NA
2043;NA;NA;NA
2044;NA;NA;NA
2045;NA;NA;NA
2046;NA;NA;NA
2047;NA;NA;NA
2048;NA;NA;NA
2049;NA;NA;NA
2050;NA;NA;NA
2051;NA;NA;NA
2052;695;NA;NA
2053;696;NA;NA
2054;697;NA;NA
2055;698;NA;NA
2056;699;NA;NA
2057;700;NA;NA
2058;701;NA;NA
2059;702;NA;NA
2060;703;NA;NA
2061;704;NA;NA
2062;705;NA;NA
2063;706;NA;NA
2064;707;NA;NA
2065;708;NA;NA
2066;709;NA;NA
2067;710;NA;NA
2068;711;NA;NA
2069;712;NA;NA
2070;713;NA;NA
2071;714;NA;NA
2072;715;NA;NA
2073;716;NA;NA
2074;717;NA;NA
2075;718;NA;NA
2076;719;NA;NA
2077;720;NA;NA
2078;721;NA;NA
2079;722;NA;NA
2080;723;NA;NA
2081;724;NA;NA
2082;725;NA;NA
2083;726;NA;NA
2084;727;NA;NA
2085;728;NA;NA
2086;729;NA;NA
2087;730;NA;NA
2088;731;NA;NA
2089;732;NA;NA
2090;733;NA;NA
2091;734;NA;NA
2092;735;NA;NA
2093;736;NA;NA
2094;737;NA;NA
2095;738;NA;NA
2096;739;NA;NA
2097;740;NA;NA
2098;741;NA;NA
2099;742;NA;NA
2100;743;NA;NA
2101;744;NA;NA
2102;745;NA;NA
2103;746;NA;NA
2104;747;NA;NA
2105;748;NA;NA
2106;749;NA;NA
2107;750;NA;NA
2108;751;NA;NA
2109;752;NA;NA
2110;753;NA;NA
2111;754;NA;NA
2112;755;NA;NA
2113;756;NA;NA
2114;757;NA;NA
2115;758;NA;NA
2116;759;NA;NA
2117;760;NA;NA
2118;761;NA;NA
2119;762;NA;NA
2120;763;NA;NA
2121;764;NA;NA
2122;765;NA;NA
2123;766;NA;NA
2124;767;NA;NA
2125;768;NA;NA
2126;769;NA;NA
2127;770;NA;NA
2128;771;NA;NA
2129;772;NA;NA
2130;773;NA;NA
2131;774;NA;NA
2132;775;NA;NA
2133;776;NA;NA
2134;777;NA;100
2135;778;NA;NA
2136;779;NA;NA
2137;780;NA;100
2138;781;100;100
2139;782;100;100
2140;783;100;100
2141;784;NA;NA
2142;785;NA;100
2143;786;NA;NA
2144;787;NA;NA
2145;788;NA;100
2146;789;NA;NA
2147;790;NA;NA
2148;791;NA;NA
2149;792;NA;NA
2150;793;100;100
2151;794;100;100
2152;795;NA;NA
2153;796;NA;NA
2154;797;NA;NA
2155;NA;NA;NA
2156;NA;NA;NA
2157;NA;NA;NA
2158;NA;NA;NA
2159;NA;NA;NA
2160;NA;NA;NA
2161;NA;NA;NA
2162;NA;NA;NA
2163;NA;NA;NA
2164;NA;NA;NA
2165;NA;NA;NA
2166;NA;NA;NA
2167;NA;NA;NA
2168;NA;NA;NA
2169;NA;NA;NA
2170;798;NA;NA
2171;799;NA;NA
2172;800;NA;NA
2173;801;NA;NA
2174;802;NA;NA
2175;803;NA;NA
2176;804;NA;NA
2177;805;NA;NA
2178;806;NA;NA
2179;807;NA;NA
2180;808;NA;NA
2181;809;NA;NA
2182;810;NA;NA
2183;811;NA;NA
2184;812;NA;NA
2185;813;NA;NA
2186;814;NA;NA
2187;815;NA;NA
2188;816;NA;NA
2189;817;NA;NA
2190;818;NA;NA
2191;819;NA;NA
2192;820;NA;NA
2193;821;NA;NA
2194;822;NA;NA
2195;823;NA;NA
2196;824;NA;NA
2197;825;NA;NA
2198;826;NA;NA
2199;827;NA;NA
2200;828;NA;NA
2201;829;NA;NA
2202;830;NA;NA
2203;831;NA;NA
2204;832;NA;NA
2205;833;NA;NA
2206;834;NA;NA
2207;835;NA;NA
2208;836;NA;NA
2209;837;NA;NA
2210;838;NA;NA
2211;839;NA;NA
2212;840;NA;NA
2213;841;NA;NA
2214;842;NA;NA
2215;843;NA;NA
2216;844;NA;NA
2217;845;NA;NA
2218;846;NA;NA
2219;847;NA;NA
2220;848;NA;NA
2221;849;NA;NA
2222;850;NA;NA
2223;851;NA;NA
2224;852;NA;NA
2225;853;NA;NA
2226;854;NA;NA
2227;855;NA;NA
2228;856;NA;NA
2229;857;NA;NA
2230;858;NA;NA
2231;859;NA;NA
2232;860;NA;NA
2233;861;NA;NA
2234;862;NA;NA
2235;863;NA;NA
2236;864;NA;NA
2237;865;NA;NA
2238;866;NA;NA
2239;867;NA;NA
2240;868;NA;NA
2241;869;NA;NA
2242;870;NA;NA
2243;871;NA;NA
2244;872;NA;NA
2245;873;NA;NA
2246;874;NA;NA
2247;875;NA;NA
2248;876;NA;NA
2249;877;NA;NA
2250;878;NA;NA
2251;879;NA;NA
2252;880;NA;NA
2253;881;NA;NA
2254;882;NA;NA
2255;883;NA;NA
2256;884;NA;NA
2257;885;100;100
2258;886;100;100
2259;887;100;100
2260;888;100;100
2261;889;100;100
2262;890;100;100
2263;891;NA;NA
2264;892;NA;100
2265;893;NA;100
2266;894;100;100
2267;895;NA;NA
2268;896;NA;NA
2269;897;NA;NA
2270;898;100;100
2271;899;100;100
2272;900;100;100
2273;901;100;100
2274;902;NA;NA
2275;903;NA;NA
2276;904;NA;NA
2277;NA;NA;NA
2278;NA;NA;NA
2279;NA;NA;NA
2280;NA;NA;NA
2281;NA;NA;NA
2282;NA;NA;NA
2283;NA;NA;NA
2284;NA;NA;NA
2285;NA;NA;NA
2286;NA;NA;NA
2287;NA;NA;NA
2288;NA;NA;NA
2289;905;NA;NA
2290;906;NA;NA
2291;907;NA;NA
2292;908;NA;NA
2293;909;NA;NA
2294;910;NA;NA
2295;911;NA;NA
2296;912;NA;NA
2297;913;NA;NA
2298;914;NA;NA
2299;915;NA;NA
2300;916;NA;NA
2301;917;NA;NA
2302;918;NA;NA
2303;919;NA;NA
2304;920;NA;NA
2305;921;NA;NA
2306;922;NA;NA
2307;923;NA;NA
2308;924;NA;NA
2309;925;NA;NA
2310;926;NA;NA
2311;927;NA;NA
2312;928;NA;NA
2313;929;NA;NA
2314;930;NA;NA
2315;931;NA;NA
2316;932;NA;NA
2317;933;NA;NA
2318;934;NA;NA
2319;935;NA;NA
2320;936;NA;NA
2321;937;NA;NA
2322;938;NA;NA
2323;939;NA;NA
2324;940;NA;NA
2325;941;NA;NA
2326;942;NA;NA
2327;943;NA;NA
2328;944;NA;NA
2329;945;NA;NA
2330;946;NA;NA
2331;947;NA;NA
2332;948;NA;NA
2333;949;NA;NA
2334;950;NA;NA
2335;951;NA;NA
2336;952;NA;NA
2337;953;NA;NA
2338;954;NA;NA
2339;955;NA;NA
2340;956;NA;NA
2341;957;NA;NA
2342;958;NA;NA
2343;959;NA;NA
2344;960;NA;NA
2345;961;NA;NA
2346;962;NA;NA
2347;963;NA;NA
2348;964;NA;NA
2349;965;NA;NA
2350;966;NA;NA
2351;967;NA;NA
2352;968;NA;NA
2353;969;NA;NA
2354;970;NA;NA
2355;971;NA;NA
2356;972;NA;NA
2357;973;NA;NA
2358;974;NA;NA
2359;975;NA;NA
2360;976;NA;NA
2361;977;NA;NA
2362;978;NA;NA
2363;979;NA;NA
2364;980;NA;NA
2365;981;NA;NA
2366;982;NA;NA
2367;983;NA;NA
2368;984;NA;NA
2369;985;NA;NA
2370;986;NA;NA
2371;987;NA;NA
2372;988;NA;NA
2373;989;NA;NA
2374;990;NA;NA
2375;991;NA;NA
2376;992;100;100
2377;993;100;100
2378;994;100;100
2379;995;100;100
2380;996;NA;100
2381;997;NA;NA
2382;998;NA;100
2383;999;NA;NA
2384;1000;NA;NA
2385;1001;NA;100
2386;1002;100;100
2387;1003;NA;NA
2388;1004;NA;NA
2389;1005;NA;NA
2390;1006;NA;100
2391;1007;100;100
2392;1008;100;100
2393;1009;NA;NA
2394;1010;NA;NA
2395;1011;NA;NA
2396;1012;NA;100
2397;NA;NA;NA
2398;NA;NA;NA
2399;NA;NA;NA
2400;NA;NA;NA
2401;NA;NA;NA
2402;NA;NA;NA
2403;NA;NA;NA
2404;NA;NA;NA
2405;NA;NA;NA
2406;NA;NA;NA
2407;1013;NA;NA
2408;1014;NA;NA
2409;1015;NA;NA
2410;1016;NA;NA
2411;1017;NA;NA
2412;1018;NA;NA
2413;1019;NA;NA
2414;1020;NA;NA
2415;1021;NA;NA
2416;1022;NA;NA
2417;1023;NA;NA
2418;1024;NA;NA
2419;1025;NA;NA
2420;1026;NA;NA
2421;1027;NA;NA
2422;1028;NA;NA
2423;1029;NA;NA
2424;1030;NA;NA
2425;1031;NA;NA
2426;1032;NA;NA
2427;1033;NA;NA
2428;1034;NA;NA
2429;1035;NA;NA
2430;1036;NA;NA
2431;1037;NA;NA
2432;1038;NA;NA
2433;1039;NA;NA
2434;1040;NA;NA
2435;1041;NA;NA
2436;1042;NA;NA
2437;1043;NA;NA
2438;1044;NA;NA
2439;1045;NA;NA
2440;1046;NA;NA
2441;1047;NA;NA
2442;1048;NA;NA
2443;1049;NA;NA
2444;1050;NA;NA
2445;1051;NA;NA
2446;1052;NA;NA
2447;1053;NA;NA
2448;1054;NA;NA
2449;1055;NA;NA
2450;1056;NA;NA
2451;1057;NA;NA
2452;1058;NA;NA
2453;1059;NA;NA
2454;1060;NA;NA
2455;1061;NA;NA
2456;1062;NA;NA
2457;1063;NA;NA
2458;1064;NA;NA
2459;1065;NA;NA
2460;1066;NA;NA
2461;1067;NA;NA
2462;1068;NA;NA
2463;1069;NA;NA
2464;1070;NA;NA
2465;1071;NA;NA
2466;1072;NA;NA
2467;1073;NA;NA
2468;1074;NA;NA
2469;1075;NA;NA
2470;1076;NA;NA
2471;1077;NA;NA
2472;1078;NA;NA
2473;1079;NA;NA
2474;1080;NA;NA
2475;1081;NA;NA
2476;1082;NA;NA
2477;1083;NA;NA
2478;1084;NA;NA
2479;1085;NA;NA
2480;1086;NA;NA
2481;1087;NA;NA
2482;1088;NA;NA
2483;1089;NA;NA
2484;1090;NA;NA
2485;1091;NA;NA
2486;1092;NA;NA
2487;1093;NA;NA
2488;1094;NA;NA
2489;1095;NA;NA
2490;1096;NA;NA
2491;1097;NA;NA
2492;1098;NA;NA
2493;1099;NA;NA
2494;1100;NA;100
2495;1101;NA;100
2496;1102;100;100
2497;1103;NA;100
2498;1104;NA;100
2499;1105;NA;100
2500;1106;NA;NA
2501;1107;NA;NA
2502;1108;NA;NA
2503;1109;NA;NA
2504;1110;NA;NA
2505;1111;NA;NA
2506;1112;NA;NA
